ID_a,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_4,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
28095,28096,150000,2,2,2,41,-1,-1,-1,316,316,316,316,466,8057,316,0
17977,17978,370000,1,2,1,38,0,0,0,189567,8000,8000,9000,7000,7000,6500,0
25387,25388,240000,2,3,2,28,2,2,0,242837,10000,0,2806,500,562,303,1
10280,10281,310000,2,1,2,28,-2,-1,0,3473,201153,20146,3000,512,839,165305,0
23623,23624,80000,2,2,2,32,1,2,2,7604,0,150,0,650,0,500,1
13914,13915,50000,2,2,1,30,-1,2,-1,4959,0,6024,5428,6170,0,0,0
7167,7168,210000,1,1,1,37,-1,-1,-1,3094,565,1188,2667,546,578,2769,0
23722,23723,50000,2,3,1,59,0,0,-2,25775,0,0,0,0,0,0,0
23157,23158,180000,2,2,1,40,0,-1,-1,144481,1620,337,9379,1100,43505,0,0
5837,5838,10000,1,2,2,26,2,2,7,2400,0,0,0,0,0,0,1
24057,24058,30000,1,5,2,23,0,0,-2,30830,0,0,0,0,0,0,0
4464,4465,50000,1,2,1,26,0,0,0,28440,1436,1162,2184,871,500,0,0
23475,23476,140000,2,1,2,31,-2,-2,-2,1399,1519,1404,540,0,0,0,0
16261,16262,80000,2,2,1,32,-2,-2,-2,1880,1261,1650,3176,3379,1807,2241,0
285,286,210000,2,1,1,46,-1,-1,-1,110346,41986,21874,20076,16171,586,19777,0
22695,22696,200000,2,2,1,35,0,0,0,136264,5000,6000,6000,6000,6000,6000,0
23914,23915,20000,1,3,2,23,0,0,0,19812,1300,1330,1309,702,719,1000,0
24565,24566,160000,1,2,1,42,1,-2,-2,0,0,0,0,0,0,2535,0
21458,21459,130000,2,2,2,29,2,0,0,120844,4500,5000,5000,5000,4700,5000,1
8116,8117,130000,1,2,2,42,0,0,-2,130888,6000,0,0,0,0,0,0
6230,6231,30000,1,3,2,25,0,0,0,10198,18808,1200,263,0,0,0,0
20994,20995,80000,1,2,1,40,0,0,0,71578,3007,5012,3119,3007,3110,3101,0
18357,18358,20000,2,1,2,22,0,0,2,12476,3000,0,2600,0,1500,0,0
12717,12718,260000,2,1,1,46,-1,-1,-1,451,268,604,664,734,1076,1220,1
26283,26284,200000,2,3,1,41,-1,-1,-1,3000,187,1306,3332,1686,0,1496,0
9754,9755,360000,2,2,1,37,-2,-2,-2,0,0,0,0,474,0,0,0
27324,27325,360000,1,2,2,33,0,0,-1,60219,22694,36063,67000,36545,0,0,0
28353,28354,170000,2,1,2,39,0,0,0,60514,5011,5000,6538,4167,3527,7521,0
3048,3049,480000,2,1,1,38,0,0,0,384150,15000,16000,12008,11000,11000,11000,0
10148,10149,50000,2,2,1,47,0,0,0,47500,2700,2000,3600,0,3890,0,0
16511,16512,20000,1,3,2,24,3,3,2,15846,1000,1600,800,800,700,800,1
4661,4662,150000,1,3,2,27,0,0,0,77298,3029,4000,2258,2500,2500,1624,0
20928,20929,360000,1,1,2,33,-2,-2,-2,780,286,0,0,390,0,0,0
4046,4047,50000,1,2,2,45,0,0,2,19834,1340,5000,0,729,793,642,0
22321,22322,240000,2,2,1,28,-1,0,0,5740,1215,2000,2000,4590,9675,15000,0
1918,1919,220000,2,2,2,35,0,0,0,34819,2006,2022,1002,1007,1000,1008,0
10644,10645,500000,1,1,1,37,-1,-1,-1,37443,24197,28832,22784,23536,40542,12169,0
1736,1737,80000,2,2,2,29,2,0,0,77416,2661,2509,2500,3000,3000,3000,1
1979,1980,500000,2,1,1,35,0,0,0,35176,2504,10004,5178,1047,2019,1004,1
19412,19413,60000,2,2,2,27,0,0,3,30641,3987,8825,0,0,3400,1800,0
2067,2068,80000,1,1,2,33,0,0,0,75454,4100,2000,0,0,0,0,0
18462,18463,30000,2,2,2,24,0,0,2,28218,2000,3600,0,1200,1200,1300,0
23819,23820,400000,2,1,1,51,1,-2,-2,-9,1093,3884,0,27703,0,56677,0
20742,20743,180000,1,2,1,46,-2,-2,-2,390,3182,780,0,0,0,0,1
10076,10077,250000,2,2,1,43,-1,-1,-1,399,508,3,24,51800,1826,1787,0
18572,18573,60000,2,2,2,24,-1,0,0,9970,1020,9479,1000,200,1832,5889,0
12304,12305,50000,2,3,1,47,-1,-1,-1,12785,19982,5095,14867,8037,2642,7023,0
25170,25171,10000,2,2,2,21,-1,-1,0,8126,1668,1000,1000,170,0,0,0
4445,4446,90000,2,2,1,29,0,0,0,5618,1125,1115,500,500,1252,154,0
5893,5894,110000,2,3,1,38,0,0,0,100699,3530,3066,2033,2021,1024,1003,0
24598,24599,80000,1,2,1,45,2,2,2,35169,4500,0,3427,0,2000,3000,1
14790,14791,20000,1,3,1,44,0,0,0,5855,1122,1285,500,307,1182,0,0
3061,3062,70000,1,1,2,27,0,0,0,39449,2100,2000,1200,2590,0,1000,0
1156,1157,130000,2,1,2,23,-1,-1,0,3820,2640,30403,193,7120,79,9589,0
28914,28915,150000,2,1,1,39,-1,-1,-1,10147,0,1351,2942,384,504,280,0
23205,23206,170000,2,2,1,45,1,2,0,110970,9460,0,6100,4210,4500,4500,1
4691,4692,80000,2,1,2,25,-1,-1,-2,1672,0,0,0,0,0,0,0
25949,25950,150000,2,2,1,32,-1,0,0,3000,184000,6500,4000,4000,0,0,0
22512,22513,220000,2,2,1,34,0,0,0,208009,8200,8000,6108,7000,7743,7700,0
28576,28577,110000,2,2,1,30,1,2,2,68910,3200,3200,2600,0,2650,3100,0
25765,25766,190000,2,1,2,40,-1,-1,-1,991,991,991,666,991,1316,816,0
2919,2920,200000,2,2,1,48,0,0,0,354304,8000,5600,5600,6000,6000,7200,0
22358,22359,230000,2,2,1,28,-2,-2,-2,0,0,0,0,0,0,0,0
15477,15478,200000,1,2,2,30,0,0,0,179273,6657,10000,8000,2000,2000,2000,0
1693,1694,190000,2,2,2,53,0,0,0,173058,6300,5000,5000,5000,5100,5000,0
28132,28133,540000,2,3,2,38,1,-2,-2,736,736,736,736,0,0,2965,0
13730,13731,280000,2,3,2,47,2,2,-1,1792,0,2292,1153,0,3076,4983,1
2732,2733,140000,2,1,2,25,0,0,0,23409,2000,2000,1500,2000,2200,2000,0
3624,3625,290000,2,2,1,48,-1,-1,-1,31386,31401,1369,15010,3280,0,3357,0
19886,19887,340000,2,1,2,34,0,0,0,332916,14600,3035,1958,2819,100000,3000,0
17537,17538,180000,2,2,1,37,0,0,0,107337,2000,1771,1800,1750,1893,2000,0
11318,11319,20000,2,2,2,22,-1,2,-1,496,0,0,404,2800,17333,346,0
18688,18689,360000,2,2,1,28,-2,2,-1,9278,6213,1025,2465,572,0,0,1
8878,8879,150000,2,3,1,28,0,0,0,70537,8000,2000,1000,759,0,0,0
27030,27031,250000,1,1,1,49,0,0,0,236430,11000,11500,11000,7500,7500,8000,0
8541,8542,490000,1,1,1,50,-1,-1,-1,17884,6836,4657,3398,1476,1602,7531,1
27474,27475,360000,1,3,1,49,0,0,0,170792,5729,5365,4664,3890,3899,4724,0
15752,15753,30000,2,2,2,22,3,2,2,200,0,0,0,29847,340,0,0
3755,3756,260000,1,1,2,36,-2,-2,-2,0,0,0,0,8867,763,748,0
27627,27628,20000,2,2,1,24,1,2,2,19242,3200,0,0,0,0,0,1
19502,19503,50000,2,1,2,44,0,0,0,10012,1500,2000,5000,778,1200,752,0
6755,6756,300000,1,1,1,45,-1,-1,-1,999,0,24000,6666,10000,8333,15449,1
7300,7301,10000,2,1,2,26,0,-1,0,9459,231,5000,3000,3000,329,340,0
17623,17624,200000,2,1,1,31,-1,-1,-2,1203,0,0,0,5032,0,0,0
5970,5971,20000,2,1,2,25,-1,0,0,15790,1372,1500,1000,2000,2000,0,1
5230,5231,20000,1,2,2,24,0,0,0,19102,1318,1290,670,663,740,536,0
25529,25530,220000,2,3,2,32,0,0,0,209259,7000,15000,6000,10000,10000,7000,0
4021,4022,270000,2,2,2,31,-2,-2,-2,0,0,0,0,0,0,0,0
15548,15549,450000,1,2,2,36,-2,-2,-2,8012,4021,5241,4729,3284,6441,4285,1
13729,13730,30000,2,1,2,23,0,0,0,14294,1300,2000,28000,800,501,553,0
21824,21825,290000,2,1,2,25,-1,-1,0,11102,9358,22149,20000,3449,7000,11041,0
7028,7029,100000,1,1,1,49,0,0,2,63977,2500,6100,0,5500,3000,0,1
23881,23882,220000,1,1,2,28,-1,-1,-1,184,1709,919,47545,2398,5178,12448,0
13525,13526,310000,2,1,1,47,-2,-2,-2,5202,3000,1000,4000,5000,5000,5000,0
7142,7143,50000,1,3,1,51,0,0,0,48550,2000,1400,984,1013,1006,939,0
6324,6325,500000,1,1,1,49,-1,-1,-1,12939,28954,41027,36073,46096,103065,154321,0
15875,15876,100000,2,1,2,22,1,2,0,74001,0,3400,3400,3000,3500,3200,1
17470,17471,150000,2,2,1,44,-2,-2,-2,0,0,0,0,0,0,0,0
25918,25919,500000,2,2,2,39,0,0,0,24893,12260,7016,3007,5009,7028,6755,0
17377,17378,210000,2,1,1,38,1,-2,-1,0,0,517,0,933,1066,462,0
28330,28331,300000,2,3,2,32,1,-1,0,-27,72071,2050,0,0,0,1188,0
9495,9496,130000,1,2,2,29,-1,-1,-1,3920,4000,942,942,768,0,0,0
7593,7594,200000,1,2,2,68,0,0,0,203533,8870,7578,5700,5882,5799,5888,0
28441,28442,300000,2,1,1,40,0,0,0,121603,30000,25000,50007,10000,20000,30363,0
20375,20376,20000,1,5,2,22,0,0,0,19614,11630,1369,1162,524,606,0,0
9893,9894,90000,1,1,1,53,0,0,0,23551,2400,1582,770,1696,820,520,0
27517,27518,70000,1,3,1,53,-1,-1,2,712,712,862,712,712,712,712,0
16151,16152,60000,2,2,1,38,0,0,-1,21261,2522,0,1411,1455,4486,11961,0
1373,1374,70000,1,1,2,28,0,0,0,67857,3000,1500,13959,3000,1500,4000,0
7695,7696,120000,2,1,2,27,-2,-2,-2,13394,17456,6826,36837,6280,150,504,0
29437,29438,160000,1,1,1,29,-1,-1,-1,498,682,0,362,9102,0,514,0
11521,11522,20000,2,2,1,42,0,0,0,19185,1323,1307,691,705,995,722,0
8126,8127,140000,2,2,1,42,0,0,0,19080,4344,4548,3760,5854,3039,3866,0
16323,16324,420000,2,1,1,47,1,-1,0,0,14165,55732,1563,1594,1454,1535,0
18068,18069,260000,1,1,2,36,-2,-2,-2,16751,10000,10000,0,0,0,0,0
12733,12734,80000,1,2,2,24,0,0,0,35926,5041,4238,5051,3118,0,0,0
26518,26519,30000,2,3,1,51,1,2,0,30128,2000,0,1962,1395,1000,2000,0
27913,27914,10000,2,2,1,26,2,2,2,2742,2500,0,1500,0,400,400,0
19517,19518,540000,2,1,2,34,-1,-1,-1,1128,1784,892,1000,946,946,946,0
426,427,20000,2,3,2,49,2,2,2,9551,3000,1500,0,3123,1500,1000,1
15841,15842,210000,2,2,2,28,-2,-2,-2,2316,2316,2836,2316,1446,131242,5000,0
23608,23609,170000,2,1,1,44,-2,-2,-2,0,0,0,0,0,0,0,0
12660,12661,260000,2,2,1,49,1,-2,-2,0,0,0,0,0,0,0,0
25057,25058,130000,1,2,2,54,0,0,0,89913,3300,5000,4500,2400,2600,2600,0
339,340,120000,2,1,2,34,-1,-1,-1,882,6900,5037,1100,1330,3800,2037,0
3480,3481,200000,1,1,2,27,-1,-1,0,630,825,1890,0,0,630,1030,0
22079,22080,120000,2,2,2,29,-1,-1,-1,1450,0,0,1187,0,0,0,0
29727,29728,200000,1,1,2,34,-2,-2,-2,485,1316,1147,935,1210,3158,2350,0
723,724,320000,1,1,1,47,-1,-1,-1,9192,13942,4022,316,8420,316,516,0
11506,11507,10000,1,2,2,23,0,0,0,2068,4400,1000,500,0,0,0,0
8833,8834,90000,1,2,1,37,2,-1,0,117793,6732,92113,1317,1598,1461,1354,0
9412,9413,50000,1,3,2,23,1,-2,-2,0,0,0,0,0,0,0,0
15648,15649,190000,2,2,1,35,0,0,0,187777,8300,8900,6700,6699,7400,6900,0
14710,14711,150000,2,2,2,33,-2,-2,-2,6806,2779,0,500,399,0,0,0
18081,18082,100000,1,2,1,41,1,2,0,96310,0,2600,6459,2500,5000,0,0
10978,10979,160000,1,1,1,49,0,0,0,143804,6235,6632,1910,2500,2500,2500,0
3649,3650,20000,1,3,2,44,-1,2,-1,780,0,390,390,390,0,780,0
11165,11166,300000,2,2,2,32,0,0,0,192727,8000,8001,5000,4030,4551,20000,0
13471,13472,80000,1,1,2,26,0,0,0,83593,2727,3170,1940,2200,1700,1708,0
2959,2960,280000,2,3,2,33,-1,-1,-1,2186,2196,2194,2554,2196,2119,17555,0
26770,26771,200000,1,1,2,29,-1,-1,-1,3773,4029,9048,4700,800,4082,0,0
129,130,60000,1,3,1,55,3,2,0,60521,2504,7,1200,1200,1100,1500,0
3663,3664,30000,2,2,2,24,2,2,3,1050,0,0,0,0,0,0,1
22351,22352,150000,2,1,1,31,0,0,0,67852,2500,3300,3200,3000,3000,3000,0
14279,14280,220000,2,2,2,27,-1,-1,-1,1051,735,419,1470,0,735,2205,1
5350,5351,20000,1,3,2,24,0,0,0,12188,1220,1533,676,2177,559,0,1
28837,28838,340000,2,1,1,46,0,0,0,94915,3224,4000,3504,4349,3000,3098,0
13447,13448,500000,1,2,1,53,-2,-2,-2,37979,9482,6058,7859,126683,7440,8259,0
16129,16130,50000,2,2,1,41,0,0,0,23064,1281,1214,1155,375,364,354,0
3194,3195,20000,2,1,2,38,-1,0,3,3527,1241,1700,0,0,1000,0,1
11200,11201,200000,1,2,2,58,0,0,0,105836,3923,4001,4025,4451,4167,3527,0
14445,14446,60000,2,2,2,24,1,2,0,60425,28,2500,2000,2030,2100,3500,1
11509,11510,170000,1,2,2,34,0,0,0,113270,6000,6000,4106,4312,5097,3800,0
25854,25855,130000,2,1,2,30,-1,-1,-1,5002,2437,2774,5457,3855,4684,843,0
16355,16356,200000,2,2,1,48,0,0,-1,1002,0,490,902,0,0,0,0
18305,18306,20000,2,1,2,23,0,0,0,16931,1300,1340,1207,300,500,500,0
1235,1236,30000,1,2,2,54,0,0,0,26278,1700,3400,2528,0,390,780,1
3403,3404,180000,2,3,2,24,1,-1,-1,0,35300,1000,0,0,1245,0,0
22492,22493,50000,2,3,1,39,0,0,0,49575,2067,3000,1171,2000,2000,2500,0
27477,27478,300000,1,2,1,51,1,2,0,198235,0,8000,9000,15500,7000,10000,0
3269,3270,20000,2,2,1,45,0,0,0,18569,2500,3000,1000,0,0,0,0
29243,29244,50000,1,2,2,25,0,0,0,43793,1651,1650,0,0,0,0,0
23441,23442,270000,2,1,1,40,-1,-1,0,9658,8781,6425,6000,8000,6000,6000,0
1442,1443,100000,1,3,1,44,-1,-1,-1,780,0,390,390,390,390,390,1
6485,6486,50000,1,3,2,25,0,0,0,46277,2500,2300,2500,1500,0,1000,0
5022,5023,230000,2,1,2,26,-2,-1,-1,-10,2122,0,3157,0,769,1265,0
20665,20666,190000,1,3,1,41,0,-1,-1,82926,326,176,954,0,950,0,0
25649,25650,90000,2,1,2,29,0,0,0,91643,3338,3096,4000,3000,2829,2500,0
24283,24284,150000,1,1,2,33,-1,-1,-1,1340,1815,4354,0,2009,10610,9855,0
9818,9819,50000,1,2,1,41,0,0,0,36696,10000,3012,1000,1000,0,0,0
28888,28889,50000,2,3,2,46,0,0,0,36259,2500,2127,1500,1000,1000,1000,0
29637,29638,50000,1,3,2,45,0,0,0,46842,2356,2150,0,0,0,0,0
10477,10478,130000,2,2,2,25,1,2,0,39728,0,1960,1600,1650,1655,1725,0
14264,14265,70000,2,2,3,42,0,0,0,69486,3000,1604,1000,10220,11913,10000,0
25182,25183,10000,2,2,2,21,2,0,0,9917,1400,1800,1300,800,0,1900,1
6286,6287,80000,2,2,1,48,0,0,0,79518,2264,1420,1002,6005,2000,970,0
608,609,450000,2,3,1,36,-2,-2,-2,3996,9120,8528,0,6368,3000,3238,0
25009,25010,500000,1,2,1,45,-1,-1,-1,102690,15599,19001,31603,8289,25832,2357,0
675,676,90000,1,3,2,42,2,2,2,64762,0,2900,0,2500,0,1300,1
19,20,180000,2,1,2,29,1,-2,-2,0,0,0,0,0,0,0,0
5434,5435,90000,1,3,1,45,2,0,-1,37681,1519,5035,6700,0,2893,304,1
18326,18327,200000,2,1,2,33,0,-1,0,8819,8656,14040,154888,12848,50000,10000,1
19106,19107,150000,2,1,2,27,-2,-2,-2,0,0,0,0,0,0,0,1
25388,25389,320000,2,1,2,28,-2,-2,-2,0,0,0,0,1999,1999,1999,0
1643,1644,200000,1,1,2,29,-1,-1,-2,2290,0,0,0,0,0,0,0
26971,26972,240000,1,2,1,37,0,0,0,11278,3000,2000,3000,2000,2000,0,0
19059,19060,80000,2,2,1,27,2,0,0,63711,2907,3014,5700,0,2700,2800,1
29307,29308,310000,1,1,2,26,-1,0,0,47330,4000,5000,5052,9950,5000,5000,0
2487,2488,200000,1,2,1,46,1,-1,-1,0,552,2531,2327,2308,0,0,1
9444,9445,130000,2,2,1,53,0,0,0,126750,5996,4148,2477,2346,2640,30000,0
17993,17994,220000,1,3,2,42,0,0,0,26595,9000,5000,5000,5000,5000,5000,0
13903,13904,290000,1,2,1,50,1,-2,-2,0,0,0,0,0,0,0,0
7387,7388,50000,2,3,2,55,0,0,0,45698,6000,2044,3150,1000,3000,905,0
28522,28523,280000,2,2,2,34,0,0,-1,7215,24143,0,1180,0,0,0,0
29326,29327,50000,1,3,2,27,0,0,0,48534,1824,2279,1194,594,599,566,0
7115,7116,60000,2,2,2,48,0,0,0,86550,3000,3000,3000,5000,3000,3000,0
25065,25066,240000,1,3,1,50,0,0,0,140233,4754,4873,5033,4204,4509,5009,0
23520,23521,200000,2,2,1,36,-2,-2,-2,0,0,0,0,0,0,0,0
25602,25603,160000,2,2,2,38,0,0,0,133017,7008,6300,5000,3000,2606,4006,0
25680,25681,290000,2,2,1,31,0,0,0,284583,10000,10490,6620,6700,7000,7150,0
19220,19221,30000,2,2,1,47,2,2,0,25893,5501,22,2000,1000,2000,2039,1
27601,27602,20000,2,2,2,27,0,0,0,18854,1292,1509,1522,3111,20000,1121,0
10158,10159,500000,2,2,2,36,-2,-2,-2,11168,9287,9963,17223,7645,16079,11288,0
19949,19950,170000,2,2,2,33,1,-2,-2,-189,0,0,0,0,0,0,0
22049,22050,250000,2,2,1,29,0,0,-1,227762,35018,1000,20000,325,325,318,0
3800,3801,10000,2,2,2,22,0,-1,0,14896,7000,4000,207,229,70,0,0
6900,6901,230000,2,2,2,31,-1,-1,-1,5070,4317,1421,10452,700,57229,2500,0
25912,25913,80000,2,3,1,48,2,2,2,66321,0,6056,652,517,0,27,0
7700,7701,130000,1,1,2,33,1,-2,-1,0,0,0,8495,0,0,0,1
1649,1650,50000,1,1,1,40,0,0,0,42549,2200,2000,1000,500,1000,400,0
21570,21571,210000,2,2,2,26,-1,0,0,119269,2345,1915,5028,3200,371,25140,0
24682,24683,330000,1,1,2,42,0,0,0,73214,10000,4000,8000,10000,15000,8000,0
18502,18503,150000,2,2,2,26,0,0,0,107506,5109,1316,1004,104,2012,108008,0
7894,7895,80000,2,3,1,44,-1,-1,-1,485,10735,2957,24277,7046,13671,3206,0
7648,7649,90000,2,3,1,42,0,0,0,14376,1278,1086,581,273,227,162,0
20761,20762,20000,1,2,2,30,0,0,0,15070,1568,1597,1301,816,1000,779,1
25612,25613,50000,2,2,2,31,0,0,0,44325,3000,3687,5000,1000,309,2000,0
8506,8507,150000,2,3,1,52,-1,-1,-1,170,1125,1203,2064,2847,0,0,0
1983,1984,80000,1,1,2,37,1,-2,-2,0,0,0,0,0,0,0,1
21844,21845,200000,2,1,2,25,0,0,-1,11740,2012,1025,32994,37042,2004,2502,0
14850,14851,240000,1,1,1,39,-1,-1,-1,33984,3000,7104,15980,0,9060,3935,0
21715,21716,30000,2,2,2,24,1,2,2,25193,0,3400,1200,0,2500,1000,1
1540,1541,20000,1,2,2,22,1,2,0,8222,0,1300,800,1000,900,2130,1
27781,27782,230000,2,1,2,25,-2,-2,-2,264,264,264,264,264,264,264,0
9272,9273,100000,2,2,1,40,2,2,2,44421,2100,1700,1800,2000,2000,2000,1
13736,13737,30000,1,2,2,27,2,2,2,25465,4000,0,2000,0,5000,2000,0
19525,19526,260000,2,2,1,33,-2,-2,-2,3342,9023,4353,13929,1997,5654,3964,0
8849,8850,100000,2,3,2,56,0,0,0,70048,2200,1505,1300,1210,3000,2000,0
21102,21103,200000,1,2,2,40,1,2,0,193773,7350,261,6206,5006,9406,6,1
751,752,90000,2,1,2,25,2,0,0,84710,4000,3258,1000,0,77500,0,0
23469,23470,70000,2,3,1,31,0,0,2,9633,2000,3000,2000,0,1000,1000,0
9514,9515,140000,1,1,2,56,0,0,0,140630,6100,2411,2000,2041,3000,1874,0
15744,15745,30000,2,3,2,22,1,2,0,41867,0,2145,1400,1000,0,30305,1
17776,17777,160000,2,3,1,53,1,-2,2,0,0,3613,0,0,0,0,0
27468,27469,390000,1,1,2,47,-1,-1,-1,898,0,0,2582,128,6273,0,0
24332,24333,50000,1,2,1,49,2,2,0,49943,0,2500,1300,2000,700,1000,1
12082,12083,160000,2,3,1,56,-1,-1,-1,2992,4562,0,2547,0,0,0,0
1149,1150,50000,1,2,1,52,-1,2,0,2072,0,2000,5,0,0,0,0
12736,12737,380000,1,1,1,37,-1,-1,-1,15019,4472,2107,0,1630,0,0,0
22072,22073,80000,2,1,2,26,0,0,0,124224,4574,4737,5753,5000,4330,4341,0
25399,25400,350000,2,1,2,26,-2,-2,-2,0,0,0,0,0,0,0,0
15647,15648,200000,2,2,2,34,0,0,-2,19252,1000,0,0,0,0,0,0
17436,17437,50000,2,1,2,39,0,0,0,47381,2116,2320,1300,1000,700,600,0
2086,2087,110000,1,2,1,36,2,2,2,57135,0,4803,0,10000,0,7195,1
18167,18168,400000,1,1,1,49,-2,-2,-2,749,1530,34229,44258,56526,776,2131,0
11844,11845,30000,2,1,2,24,2,2,6,1800,0,0,0,0,0,0,0
12264,12265,360000,2,2,1,28,1,-2,-2,0,0,0,0,0,0,0,0
18114,18115,130000,1,5,2,37,0,0,0,22335,1617,1644,1654,774,1000,1021,0
19924,19925,320000,2,2,1,34,0,0,0,3825,3000,3000,3000,3000,3000,4000,0
18359,18360,50000,2,2,2,22,1,2,0,44980,7,1580,1621,1020,2473,1079,1
21463,21464,290000,2,2,1,29,2,0,0,112676,4500,4630,4857,4251,4485,4493,1
8945,8946,20000,1,3,2,24,0,0,0,17895,2000,1000,400,199,0,0,0
19707,19708,40000,2,2,2,24,1,3,2,24171,0,1400,0,850,880,884,1
21396,21397,480000,1,2,1,53,1,-1,-1,-11,11360,13469,9327,1368,1538,15605,0
10448,10449,90000,1,2,1,41,0,0,0,45431,2749,2206,1113,1135,1153,1134,0
2364,2365,210000,2,2,1,44,0,0,0,73487,3748,13000,3081,3217,3312,3151,0
47,48,150000,2,5,2,46,0,0,0,4463,1013,1170,0,0,0,0,1
15714,15715,210000,1,1,1,47,-1,-1,-1,8417,15271,12831,13996,9958,13066,6151,0
19031,19032,50000,2,2,2,34,0,0,0,47303,2807,3008,2812,2000,2000,2000,0
29525,29526,500000,1,2,1,33,-1,-1,-1,680,1101,1100,2103,2500,2000,2000,0
27074,27075,100000,1,3,2,44,0,0,0,90128,4200,3900,3854,2000,2000,2000,1
22682,22683,310000,2,1,1,39,-2,-2,-2,4934,1275,1572,240,970,0,6585,0
13706,13707,50000,2,2,2,24,0,0,0,45404,1700,2156,1200,1010,1400,970,0
2758,2759,200000,2,1,2,23,-2,-2,-2,488,878,488,488,0,1915,100,0
11337,11338,120000,1,1,2,38,0,0,0,52234,1575,1800,1500,14000,4000,2850,0
23149,23150,280000,2,2,2,37,-1,-1,-1,1876,2716,1876,1876,1876,1870,10267,0
19039,19040,30000,2,1,2,26,1,2,2,13890,2000,1300,0,564,1100,1000,1
10802,10803,450000,2,1,2,30,0,0,0,46244,1599,1311,2000,1000,2000,647,1
3289,3290,270000,2,2,1,41,-1,2,0,832,0,832,0,566,416,416,0
26136,26137,600000,2,1,2,36,-2,-2,-2,53838,530,3000,11500,8680,38020,56700,0
20585,20586,400000,1,1,2,30,0,0,0,162540,10000,32000,18000,5000,4000,10000,0
4755,4756,50000,1,2,2,25,-1,-1,0,1789,48731,0,2102,0,0,0,0
19696,19697,470000,2,1,1,37,0,0,0,163000,10047,5001,6010,4512,4012,3522,0
23990,23991,60000,1,2,2,26,0,0,0,59487,2113,2500,3000,2500,1500,1100,0
19511,19512,210000,2,1,2,29,0,0,0,199251,9025,8507,5740,5128,11000,0,0
25020,25021,160000,1,3,1,61,-1,-1,-1,390,390,390,780,0,390,390,0
22204,22205,350000,2,2,2,25,0,0,0,327915,20000,9000,15076,5000,4000,4000,1
26100,26101,260000,2,2,1,37,0,0,0,182249,6107,6501,6005,5805,5909,6106,0
2446,2447,80000,2,2,2,44,0,0,-1,17047,1435,1350,5144,15365,2250,2690,0
18873,18874,80000,2,2,2,23,0,0,0,50456,1432,1476,1441,995,1021,1138,0
13167,13168,210000,1,1,2,30,1,-1,0,0,855,0,0,0,599,0,0
1871,1872,50000,2,1,2,26,0,0,0,41003,1733,1400,1300,1271,1300,4500,0
19672,19673,20000,2,2,1,34,0,0,0,5185,2000,3000,3000,7000,2090,0,0
17223,17224,20000,2,1,2,26,1,2,0,17040,0,1300,1500,824,696,1011,0
11973,11974,20000,2,2,2,23,0,0,0,16575,1327,1250,800,1000,1000,1000,0
418,419,50000,1,2,1,48,0,0,0,44338,3629,3332,2000,2000,2000,2500,0
11123,11124,80000,2,1,1,44,0,0,0,68677,3152,2873,2380,2401,2492,2073,0
1213,1214,80000,2,3,1,26,0,0,0,63677,2000,1905,1350,1388,2401,1410,0
12430,12431,20000,1,2,2,24,2,2,4,1650,0,0,0,0,0,0,1
15625,15626,50000,2,2,1,30,0,0,0,86750,4000,4013,5000,5000,5000,5000,0
7160,7161,60000,1,1,2,24,0,0,0,20873,2000,1246,720,4780,1700,4000,0
11632,11633,170000,2,2,1,43,0,0,0,78429,5000,3000,20000,5000,10000,10000,0
2499,2500,340000,2,1,2,26,0,0,0,337871,11208,5000,23809,4136,3600,3169,0
27288,27289,360000,1,2,1,31,0,0,0,359491,14108,11100,6992,7000,6372,5845,1
21952,21953,280000,2,2,1,27,0,0,2,109392,21000,6150,5000,5300,5200,5250,0
10108,10109,30000,1,2,1,24,0,0,0,29416,1540,1447,1027,1066,1288,1104,0
29856,29857,260000,1,3,1,39,0,0,0,30498,1894,1403,1642,1053,2000,425,0
16903,16904,100000,1,3,2,45,-1,-1,0,10380,72024,4028,6006,3018,3000,3008,0
10732,10733,260000,2,5,2,32,0,0,0,169734,6568,6025,5703,5123,5148,5368,1
4840,4841,50000,1,3,1,37,3,2,0,30411,1500,0,1016,1046,1129,869,1
2912,2913,50000,2,1,2,29,-1,-1,0,2459,2471,6015,0,3056,2439,3026,1
17997,17998,360000,1,1,2,32,-2,-2,-2,8971,2303,21785,0,15869,0,0,0
6369,6370,80000,2,2,1,34,0,0,0,49005,2141,2150,0,0,0,0,0
1038,1039,50000,2,3,2,23,0,0,0,43979,2000,2000,2000,1000,1000,2800,0
7931,7932,150000,2,2,2,22,0,0,-1,7600,1300,3652,33866,410,200,776,0
27161,27162,300000,1,3,1,40,0,0,0,39883,3000,2600,3000,2000,2000,2000,0
29421,29422,140000,1,5,2,30,-2,-2,-1,2663,1823,1823,1769,85096,9000,4000,0
12543,12544,80000,2,3,2,28,0,0,0,77450,3500,2600,2400,2500,2700,2300,0
28870,28871,30000,2,3,1,39,0,0,0,30238,2000,1635,1438,796,5000,1000,1
23076,23077,200000,2,1,2,32,-1,-1,0,14279,3904,24277,4996,0,16890,6077,0
